node,count,degree
augmentation,1,0
financial disruption,3,0
financial disruptions,1,0
environmental issues,1,0
customer care,3,0
application process,1,0
economic growth of india,1,0
factors of economic growth,1,0
digital payment platform,1,0
digital payment platforms,1,0
factor of economic growth,1,0
mfis of pakistan,1,0
financial inclusion and factors responsible for fintech uptake,1,0
value chain of mfis,1,0
fintech in pakistan,1,0
financial amenities,1,0
keyword occurrence,1,0
ai in finance,1,0
cybersecurity in digital finance,1,0
microcredit services,1,0
digitization policy,1,0
arab,1,0
human resource management,3,0
mixed reality,1,0
revenue growth,2,0
cutting edge innovation,1,0
roadmap,2,0
hospitality industry,1,0
ai technologies,2,0
emerging technologies,8,4
policy planning,1,0
strategic initiative,1,0
product liability,1,0
uk muslims,1,0
symbolic capital,1,0
non-governmental organization (ngo),1,0
migrants' rights,1,0
diasporic dividend,1,0
migration and development,1,0
emerging market,2,0
strategy,5,0
discrete choice experiment,3,0
small-scale farming,1,0
agricultural commercialization,1,0
endogenous switching regression,2,0
agriculture finance,1,0
farm business,1,0
take-up rate,1,0
savings behaviour,1,0
alkire–foster method,1,0
heterogeneity in rural credit markets,1,0
credits profiles,1,0
conjoint analysis,2,0
farmers' preference,1,0
small enterprises,5,0
multinomial logistic,1,0
rural household china,1,0
islamic microfinance institution,2,0
rural household,2,0
agriculture participation,1,0
rural financing,1,0
agricultural lending,2,0
predictors,2,0
dominance analysis,1,0
autoregressive distributed lag (ardl),1,0
consumer acceptance,9,4
sample-size,2,0
self-service,1,0
digitized financial services,1,0
icte,1,0
individual attributes,1,0
sadc,1,0
l96,1,0
polychoric principal component analysis,1,0
quality financial inclusion,2,0
kernelized regularized least squares,1,0
energy intensity,1,0
generational differences,3,0
coping strategies,4,0
shocks,1,0
urban-rural disparities,1,0
live streaming,1,0
regional differences,2,0
urban-rural background,1,0
younger chinese viewer,1,0
capability-opportunity-motivation-behavior changing theory,1,0
urban-rural backgrounds,1,0
virtual gift-sending system,1,0
multi-group,1,0
young chinese viewer,1,0
liberal-conservative thinking theory,1,0
com-b changing theory,1,0
group analysis,1,0
entrepreneurial success,1,0
perceived entrepreneurial success,1,0
sem–ann,1,0
perceived traceability,1,0
perceived accessibility,1,0
push-pull-mooring,1,0
household financial substitution,1,0
information transfer,1,0
lending capacity,1,0
unit-root,2,0
panel,2,0
lending interest rate,1,0
government policies,5,0
time-series,1,0
firm achievement,1,0
safety and reliability,1,0
utaut/2,1,0
hedonic motivation,3,0
credit graduation,1,0
stepping-stone effect,1,0
friends,2,0
wtp,1,0
online social interaction,1,0
household financial health,1,0
information welfare,1,0
risk shocks,1,0
household carbon emissions,1,0
two step system-gmm,1,0
governance quality,3,0
3sls,3,0
financial inclusion indexes,1,0
bank risk-taking,3,0
collaborative intervention theory,1,0
individual business,1,0
remuneration,1,0
board of directors,2,0
provisions,1,0
bidding decision,2,0
bid/no bid criteria,1,0
project bank account,2,0
construction technology,1,0
concentration,2,0
financial inclusion indices,2,0
system-gmm,2,0
l11,1,0
pmg ardl,1,0
lerner index,1,0
c67,1,0
cyber insecurity,1,0
digital consumer protection,2,0
panel data regression,4,0
developed and developing countries,1,0
fixed effects regression,1,0
cluster robust standard errors,1,0
random effects regression,2,0
accessibility to banking services,1,0
mfs,3,0
expectation confirmation theory,2,0
is continuance model,1,0
good agent quality,1,0
adoption intentions,1,0
socio and macroeconomic determinants,1,0
banking adoption,3,0
bertopic,1,0
multilabel classification,2,0
world findex data,1,0
bivariate probit model,2,0
electronic wage transfer,1,0
g20 countries,1,0
poor people,1,0
micro-finance institutes,1,0
risky behaviour,1,0
weight analysis,2,0
innovation diffusion theory,1,0
blue ocean strategy,1,0
competitive strategy,1,0
red ocean strategy,1,0
strategy canvas,1,0
money transfer services,1,0
indian banking,2,0
private equity,1,0
entrepreneurial skills,3,0
financial investment/markets,1,0
business ethics,2,0
employee behaviour,1,0
event planning,1,0
banks/banking,1,0
management theory,1,0
east african,1,0
fintech innovation: money and banking,1,0
festival management,1,0
integrated rural development,2,0
millets,1,0
community-based enterprises (cbes),1,0
microentrepreneurship,1,0
agro tourism,1,0
distress migration,1,0
microfinance companies,2,0
hospitality,1,0
customer behavior,4,0
triggering events,1,0
legal systems,1,0
weakness,1,0
institution,1,0
muslim,2,0
gdp per capita growth,1,0
christianity,2,0
islam,2,0
hindu,1,0
innovative technologies,1,0
bibliographic coupling,2,0
network visualization,2,0
mena financial market,1,0
financial gap for women,1,0
women financial inclusion,1,0
systemic perspective,1,0
gender stereotypes,1,0
signalling theory,1,0
crowd,1,0
income generating,1,0
economic enlistment,1,0
conventional microfinance,2,0
policymakers,2,0
islamic microfinancial service,1,0
consumer technologies,1,0
business systems,2,0
mixed-method approach,1,0
stakeholder engagement,1,0
attitudes and values,1,0
behavioural determinants,1,0
demand constraints,1,0
regulatory challenges,5,1
digital public infrastructure,1,0
m-wallets,2,0
continued use,1,0
initial trust,2,0
planned behavior,1,0
banking status,2,0
digital financial attitudes,1,0
digital financial behaviour,3,0
digital financial knowledge,3,0
internet marketing,1,0
resistance to change,1,0
digital financial ecosystems,1,0
customer-to-customer (c2c) interactions,1,0
sharia compliance,2,0
individual investor,2,0
email financial scams,1,0
subjective financial knowledge,1,0
financial knowledge overconfidence,1,0
objective financial knowledge,1,0
cybercrime,4,0
herd effect,1,0
inertia,1,0
financial socialization and financial behaviour,1,0
financial coping behaviour,1,0
investment motivation,1,0
investment literacy,1,0
debt delinquency,2,0
insolvency,2,0
debt holding,1,0
capabilities approach,1,0
adoption readiness,1,0
privacy concerns,4,2
student loan,4,0
informal bankruptcy,1,0
payment delinquency,1,0
covid-19 shocks,1,0
abandonment,1,0
negative disconfirmation,1,0
student credit card debt,1,0
student debt,3,0
ewallets,1,0
relative weights analysis,1,0
discouraged borrower,1,0
nonbank transaction products,1,0
credit denial,1,0
people with disabilities,4,1
credit portfolio,3,0
panel study of income dynamics,1,0
credit and loans,1,0
bottom of pyramid,3,0
financially vulnerable customers,1,0
non-banks,1,0
financial touchpoints,1,0
customer experience value,1,0
switching behavior,2,0
service failure,1,0
switching cost,1,0
multi-group analysis,1,0
crypto investments,2,0
credit card misuse,1,0
amos,1,0
procedural and declarative memories,1,0
cultural cognition,1,0
financial concerns,1,0
bank trust,1,0
hilda,2,0
banking intention,1,0
banking history,1,0
prepaid debit cards,1,0
smartbank,1,0
video teller machine,1,0
multiple-item scale,1,0
loyalty,5,2
mediating role,1,0
financial decision,7,1
bnpl-based credit services,1,0
buy now pay later apps,1,0
ease,4,3
consumable loans,1,0
bnpl credit services,1,0
rural subsistence markets,1,0
construal level theory,1,0
use behaviour,2,0
brand equity,1,0
brand experience,1,0
affective-cognitive factors,1,0
vulnerable consumers,4,0
perceived safety,1,0
technological proficiency,1,0
jel,1,0
household financial behaviour,1,0
household sustainable investing,1,0
q59,1,0
q50,1,0
mobile trading,1,0
mobile investing,1,0
investment confidence,1,0
investment experience,1,0
cryptocurrency investment,4,0
race and ethnicity,1,0
financial difficulties,2,0
forgoing medical care,1,0
cryptocurrency risk,1,0
medical treatments,1,0
risky financial behavior,2,0
inter-provincial comparison,1,0
land ownership,2,0
liml,1,0
world governance indicators,1,0
world economies,1,0
food poverty,1,0
self-confidence,1,0
bank credit rejection,1,0
non-bank debt,1,0
bank credit constrained,1,0
bank-discouragement,1,0
self-discouragement,1,0
funding gaps,1,0
sustainable business,2,0
generalized method of moment-panel vector autoregression,1,0
vector autoregressions,1,0
gmm-pvar,1,0
impulse response,1,0
production and consumption,1,0
psce method,1,0
energy services,1,0
firm heterogeneity,1,0
productivity premium,1,0
exporting business,1,0
womens entrepreneurship,1,0
investor decision making,2,0
housing affordability,1,0
housing finance systems,1,0
women micro-entrepreneurs,2,0
informal credit market theory,1,0
sharīʿah compliance,2,0
ar-rahnu,1,0
regional innovation models,1,0
innovation competencies,1,0
blockchain in crowdfunding,1,0
financing for woman entrepreneur,1,0
transparency and security in crowdfunding,1,0
crowdfunding in small and medium-sized enterprise,1,0
financing for women entrepreneurs,1,0
crowdfunding in smes,1,0
crowdfunding in bangladesh,1,0
financial well-beings,1,0
tcra,1,0
mnos,1,0
bot,1,0
avoidance of personal interaction,1,0
mobile wallet apps,1,0
quiet life hypothesis,1,0
cost efficiency,1,0
market-power,1,0
x-efficiency,1,0
social cost,1,0
competition evidence,1,0
welfare performance,1,0
variance test,1,0
enterprise surveys,1,0
world uncertainty index,1,0
cultural integration,1,0
hubris,1,0
granger causality,1,0
in-depth interviews,2,0
qualitative approach,4,0
inhibitors of crypto adoption,1,0
two-step system gmm,1,0
macroprudential regulations,1,0
e-wom,1,0
e-loyalty,1,0
banks/other depository institutions,1,0
digital financial inclusions,1,0
driscoll–kraay standard error approach,1,0
asian economies,3,0
waqf,8,2
islamic social finance,4,0
socio-economic justice,1,0
islamic finance reform,1,0
maturidi creed,1,0
k2,1,0
z1,1,0
human behaviour,2,0
equity and justice,1,0
maqasid al-shariah,2,0
m14,2,0
regulative pillar,1,0
rule of the game,1,0
qard hassan,2,0
qualitative content analysis,1,0
structural embeddedness,1,0
operations,2,0
himachal pradesh,1,0
debt sustainability,1,0
institutional framing,1,0
rural poor households,2,0
vulnerable households,1,0
access to formal credit,1,0
lending terms,1,0
multidimensional financial inclusion index,3,0
chhattisgarh,1,0
probit estimation,1,0
rajasthan,3,0
error analysis,3,0
educational expectations,1,0
gender balancing,1,0
primary education,3,0
gender identity,1,0
credit uptake,1,0
demand-side barriers,1,0
heteroskedasticity,1,0
c-13,1,0
g-21,1,0
causality,5,0
d-02,1,0
women's financial empowerment,1,0
credit schemes,1,0
reduce poverty,1,0
credit utilization pattern,1,0
social safety net,2,0
social assistance schemes,1,0
social welfare schemes,1,0
sblp,1,0
marsabit,1,0
wajir,1,0
mandera,1,0
currency devaluation,1,0
swaziland,2,0
eswatini,2,0
accra,1,0
greater accra,1,0
bank profitability,3,0
heterogeneous panel analysis,1,0
mukono,1,0
frames,2,0
cooperatives,7,1
spatial dependence,1,0
breadwinner,1,0
implementing agencies,1,0
pradhan mantri mudra yojana,3,0
electronic banking adoption,1,0
cashless policy,3,0
mobile penetration,2,0
informal inclusion,1,0
individuals,2,0
finance–growth,1,0
two-stage least square,1,0
persons with disabilities (pwds),1,0
united arab emirates,3,0
financial risk tolerance,2,0
c22,1,0
northern uganda,1,0
hedonic analysis,1,0
enhancing ict,1,0
d60,1,0
haiti,1,0
social consciousness,1,0
kashmir valley,2,0
jammu and kashmir,2,0
migrant remittances,2,0
panel vector autoregression,1,0
marginalized street vendors,1,0
affordability,2,0
community-based group savings,1,0
rural women entrepreneurs,2,0
financial usage and poverty,1,0
tribes,2,0
investment choices,1,0
sociodemographic variables,3,0
farmers knowledge,3,0
alkire-foster,1,0
multidimensional,5,0
disempowerment,1,0
buying online,1,0
mobile money accounts,2,0
any digital payments,1,0
saarc countries,1,0
digital finance index,1,0
individualisation,1,0
responsibilisation,2,0
depoliticisation,1,0
retail investor behavior,1,0
green financial capability,1,0
financial contract,1,0
relational social capital,1,0
group collusion,1,0
procedural justice,1,0
social network theory,1,0
perceived risks of ordering finance,1,0
social enterprise embeddedness,1,0
perceived benefits of ordering finance,1,0
hierarchy of needs,1,0
mudharabah,1,0
demand factors,1,0
supply factors,1,0
extended tam,3,0
paytech services,1,0
tam-sir,1,0
banking empirical-evidence,1,0
e60,1,0
keynesian,1,0
e58,1,0
e12,1,0
monetary,1,0
market frictions,1,0
adverse selection analysis,1,0
pls contracts,1,0
monte carlo simulation,1,0
link,1,0
drift,1,0
depth of outreach,1,0
shariah,2,0
crypto exchange,1,0
security tokens,1,0
menap,1,0
individual characteristics,7,1
share of sharia financing,1,0
sharia financing,1,0
islamic paytech,1,0
plspredict,1,0
muslim families,1,0
islamic welfare,1,0
economic productivity,1,0
islamic banking and finance,2,0
portfolio selection,1,0
islamic religiosity,2,0
entropy weight approach,1,0
islamic countries,2,0
mena countries,3,0
fintech firms,1,0
internationalization,1,0
marketing strategy,3,0
citizen,1,0
digital intervention,1,0
is professionals,1,0
electronic mediated environment,1,0
comprehensive theory,1,0
information society,1,0
risk perceptions,1,0
wireless technology,1,0
chain management-practices,1,0
e-inclusion,1,0
e-marketing,1,0
integrated ism,1,0
mobile system,1,0
biometrics identification,1,0
payments banks,2,0
indian unbanked customers,1,0
informal savings associations,1,0
pro-poor,1,0
poverty-alleviating impact,1,0
algorithmic discrimination,1,0
individual credit accessibility,1,0
data bias,1,0
green value co-creation,1,0
smes sustainability,1,0
agricultural,1,0
indigenous msmes,1,0
consumer socialization theory,2,0
social learning theory,3,0
capital adequacy ratio,2,0
