source,target,weight
mobile payment,mobile payments,16
mobile payment,mobile telecommunication systems,4
mobile payment,service provider,4
mobile payment,mobile banking,3
mobile payment,diffusion,3
mobile payment,digital payments,4
mobile payment,rural areas,3
mobile payment,financial inclusion,34
mobile payment,mobile money,8
mobile payment,inclusive finances,3
mobile payment,payment services,7
mobile payment,payment systems,8
mobile payment,e-payments,3
mobile payment,digital payment,5
mobile payment,mobile phone,5
mobile payment,developing countries,9
mobile payment,literature review,4
mobile payment,adoption,3
mobile payment,electronic commerce,5
mobile payment,peer to peer networks,4
mobile payment,digital inclusive finance,4
mobile payment,mobile commerce,7
mobile payment,information systems,8
mobile payment,card payments,3
mobile payment,sales,6
mobile payment,privacy,3
mobile payment,efficiency,3
mobile payment,china,6
mobile payment,ict4d,3
mobile payment,sustainable development,4
mobile payment,mobile security,6
mobile payment,consumer behavior,3
mobile payment,credit cards,3
mobile payment,payment methods,3
mobile payment,inclusive finance,4
mobile payment,public policy,3
mobile payment,interoperability,3
mobile payment,vulnerability,3
mobile payment,mobile payment system,5
mobile payment,unbanked,4
mobile payment,financial technology,5
mobile payment,cellular telephones,4
mobile payment,systematic literature review,3
mobile payment,mpayment,3
mobile payment,household survey,3
mobile payment,utaut2,3
mobile payment,acceptance,4
mobile payment,services,4
mobile payment,financial innovation,3
mobile payment,behavioral intention,3
mobile payment,near field communication,3
mobile payment,regression analysis,3
mobile payment,blockchain,3
mobile payment,household income,3
mobile payment,innovation,3
mobile payment,systematic review,3
mobile payment,information use,5
financial inclusion,bank,6
financial inclusion,digital currency,12
financial inclusion,blockchain,95
financial inclusion,cbdc,17
financial inclusion,artificial intelligence,37
financial inclusion,sustainability,56
financial inclusion,blockchain technology,20
financial inclusion,central bank digital currency,21
financial inclusion,cryptocurrency,20
financial inclusion,digital divide,13
financial inclusion,mobile bankings,20
financial inclusion,sustainable development goals,58
financial inclusion,financial innovation,23
financial inclusion,environmental protection,8
financial inclusion,environmental technology,3
financial inclusion,sustainable development,89
financial inclusion,technological innovation,5
financial inclusion,primary objective,3
financial inclusion,digital finance,62
financial inclusion,block-chain,39
financial inclusion,rural,13
financial inclusion,indonesia,29
financial inclusion,the philippines,3
financial inclusion,vietnam,5
financial inclusion,financial institutions,26
financial inclusion,ghana,46
financial inclusion,mobile banking services,3
financial inclusion,financial self-efficacy,9
financial inclusion,rural households,9
financial inclusion,poverty alleviation,51
financial inclusion,mena,8
financial inclusion,corruption,7
financial inclusion,institutional theory,4
financial inclusion,human development index,10
